Country Name,Country Code,Indicator Name,Indicator Code,1980 [YR1980],2008 [YR2008]
Andorra,ADO,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Andorra,ADO,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Andorra,ADO,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Andorra,ADO,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Andorra,ADO,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Andorra,ADO,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Andorra,ADO,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Andorra,ADO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Andorra,ADO,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Andorra,ADO,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Andorra,ADO,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Andorra,ADO,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Angola,AGO,GINI index,SI.POV.GINI,NA,NA
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Angola,AGO,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Angola,AGO,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Angola,AGO,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Angola,AGO,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Angola,AGO,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,12.7
Angola,AGO,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,21.6
Angola,AGO,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,5.3
Angola,AGO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Angola,AGO,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Angola,AGO,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,36.6
Angola,AGO,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,58.3
Angola,AGO,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,18.7
Antigua and Barbuda,ATG,GINI index,SI.POV.GINI,NA,NA
Antigua and Barbuda,ATG,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Antigua and Barbuda,ATG,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Antigua and Barbuda,ATG,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Antigua and Barbuda,ATG,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Antigua and Barbuda,ATG,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Antigua and Barbuda,ATG,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Antigua and Barbuda,ATG,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Antigua and Barbuda,ATG,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Antigua and Barbuda,ATG,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Antigua and Barbuda,ATG,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Antigua and Barbuda,ATG,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Antigua and Barbuda,ATG,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Antigua and Barbuda,ATG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Antigua and Barbuda,ATG,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Antigua and Barbuda,ATG,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Antigua and Barbuda,ATG,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Argentina,ARG,GINI index,SI.POV.GINI,NA,46.26
Argentina,ARG,Income share held by fourth 20%,SI.DST.04TH.20,NA,22.48
Argentina,ARG,Income share held by highest 10%,SI.DST.10TH.10,NA,33.59
Argentina,ARG,Income share held by highest 20%,SI.DST.05TH.20,NA,50.54
Argentina,ARG,Income share held by lowest 10%,SI.DST.FRST.10,NA,1.33
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,NA,3.93
Argentina,ARG,Income share held by second 20%,SI.DST.02ND.20,NA,8.83
Argentina,ARG,Income share held by third 20%,SI.DST.03RD.20,NA,14.22
Argentina,ARG,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,1.02
Argentina,ARG,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,1.65
Argentina,ARG,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Argentina,ARG,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Argentina,ARG,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Argentina,ARG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,1.94
Argentina,ARG,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,3.66
Argentina,ARG,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Argentina,ARG,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Argentina,ARG,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,15.3
Armenia,ARM,GINI index,SI.POV.GINI,NA,30.86
Armenia,ARM,Income share held by fourth 20%,SI.DST.04TH.20,NA,21.93
Armenia,ARM,Income share held by highest 10%,SI.DST.10TH.10,NA,25.4
Armenia,ARM,Income share held by highest 20%,SI.DST.05TH.20,NA,39.8
Armenia,ARM,Income share held by lowest 10%,SI.DST.FRST.10,NA,3.74
Armenia,ARM,Income share held by lowest 20%,SI.DST.FRST.20,NA,8.78
Armenia,ARM,Income share held by second 20%,SI.DST.02ND.20,NA,12.81
Armenia,ARM,Income share held by third 20%,SI.DST.03RD.20,NA,16.68
Armenia,ARM,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,0.25
Armenia,ARM,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,2.27
Armenia,ARM,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,5.1
Armenia,ARM,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,4.7
Armenia,ARM,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,5.3
Armenia,ARM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,1.28
Armenia,ARM,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,12.43
Armenia,ARM,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,27.6
Armenia,ARM,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,27.5
Armenia,ARM,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,27.6
Aruba,ABW,GINI index,SI.POV.GINI,NA,NA
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Aruba,ABW,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Aruba,ABW,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Aruba,ABW,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Aruba,ABW,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Aruba,ABW,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Aruba,ABW,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Aruba,ABW,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Aruba,ABW,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Aruba,ABW,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Aruba,ABW,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Aruba,ABW,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Aruba,ABW,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Australia,AUS,GINI index,SI.POV.GINI,NA,NA
Australia,AUS,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Australia,AUS,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Australia,AUS,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Australia,AUS,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Australia,AUS,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Australia,AUS,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Australia,AUS,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Australia,AUS,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Australia,AUS,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Australia,AUS,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Australia,AUS,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Australia,AUS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Australia,AUS,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Australia,AUS,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Australia,AUS,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Australia,AUS,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Austria,AUT,GINI index,SI.POV.GINI,NA,NA
Austria,AUT,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Austria,AUT,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Austria,AUT,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Austria,AUT,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Austria,AUT,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Austria,AUT,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Austria,AUT,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Austria,AUT,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Austria,AUT,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Austria,AUT,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Austria,AUT,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Austria,AUT,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Austria,AUT,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Austria,AUT,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Austria,AUT,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Austria,AUT,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Austria,AUT,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Azerbaijan,AZE,GINI index,SI.POV.GINI,NA,33.71
Azerbaijan,AZE,Income share held by fourth 20%,SI.DST.04TH.20,NA,21.68
Azerbaijan,AZE,Income share held by highest 10%,SI.DST.10TH.10,NA,27.37
Azerbaijan,AZE,Income share held by highest 20%,SI.DST.05TH.20,NA,42.08
Azerbaijan,AZE,Income share held by lowest 10%,SI.DST.FRST.10,NA,3.43
Azerbaijan,AZE,Income share held by lowest 20%,SI.DST.FRST.20,NA,7.99
Azerbaijan,AZE,Income share held by second 20%,SI.DST.02ND.20,NA,12.09
Azerbaijan,AZE,Income share held by third 20%,SI.DST.03RD.20,NA,16.16
Azerbaijan,AZE,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,0.14
Azerbaijan,AZE,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,0.57
Azerbaijan,AZE,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Azerbaijan,AZE,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Azerbaijan,AZE,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Azerbaijan,AZE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,0.43
Azerbaijan,AZE,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,2.81
Azerbaijan,AZE,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,13.2
Azerbaijan,AZE,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Azerbaijan,AZE,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
"Bahamas, The",BHS,GINI index,SI.POV.GINI,NA,NA
"Bahamas, The",BHS,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
"Bahamas, The",BHS,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
"Bahamas, The",BHS,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
"Bahamas, The",BHS,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
"Bahamas, The",BHS,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
"Bahamas, The",BHS,Income share held by second 20%,SI.DST.02ND.20,NA,NA
"Bahamas, The",BHS,Income share held by third 20%,SI.DST.03RD.20,NA,NA
"Bahamas, The",BHS,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
"Bahamas, The",BHS,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
"Bahamas, The",BHS,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
"Bahamas, The",BHS,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
"Bahamas, The",BHS,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
"Bahamas, The",BHS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
"Bahamas, The",BHS,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
"Bahamas, The",BHS,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
"Bahamas, The",BHS,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
"Bahamas, The",BHS,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Bahrain,BHR,GINI index,SI.POV.GINI,NA,NA
Bahrain,BHR,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Bahrain,BHR,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Bahrain,BHR,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Bahrain,BHR,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Bahrain,BHR,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Bahrain,BHR,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Bahrain,BHR,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Bahrain,BHR,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Bahrain,BHR,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Bahrain,BHR,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Bahrain,BHR,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Bahrain,BHR,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Bahrain,BHR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Bahrain,BHR,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Bahrain,BHR,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Bahrain,BHR,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Bahrain,BHR,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Bangladesh,BGD,GINI index,SI.POV.GINI,NA,NA
Bangladesh,BGD,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Bangladesh,BGD,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Bangladesh,BGD,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Bangladesh,BGD,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Bangladesh,BGD,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Bangladesh,BGD,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Bangladesh,BGD,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Bangladesh,BGD,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Bangladesh,BGD,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Bangladesh,BGD,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Bangladesh,BGD,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Bangladesh,BGD,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Bangladesh,BGD,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Bangladesh,BGD,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Bangladesh,BGD,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Bangladesh,BGD,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Bangladesh,BGD,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Barbados,BRB,GINI index,SI.POV.GINI,NA,NA
Barbados,BRB,Income share held by fourth 20%,SI.DST.04TH.20,NA,NA
Barbados,BRB,Income share held by highest 10%,SI.DST.10TH.10,NA,NA
Barbados,BRB,Income share held by highest 20%,SI.DST.05TH.20,NA,NA
Barbados,BRB,Income share held by lowest 10%,SI.DST.FRST.10,NA,NA
Barbados,BRB,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA
Barbados,BRB,Income share held by second 20%,SI.DST.02ND.20,NA,NA
Barbados,BRB,Income share held by third 20%,SI.DST.03RD.20,NA,NA
Barbados,BRB,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,NA
Barbados,BRB,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,NA
Barbados,BRB,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Barbados,BRB,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Barbados,BRB,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
Barbados,BRB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA
Barbados,BRB,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,NA,NA
Barbados,BRB,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,NA,NA
Barbados,BRB,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,NA,NA
Barbados,BRB,Poverty headcount ratio at urban poverty line (% of urban population),SI.POV.URHC,NA,NA
Belarus,BLR,GINI index,SI.POV.GINI,NA,27.22
Belarus,BLR,Income share held by fourth 20%,SI.DST.04TH.20,NA,22.89
Belarus,BLR,Income share held by highest 10%,SI.DST.10TH.10,NA,21.9
Belarus,BLR,Income share held by highest 20%,SI.DST.05TH.20,NA,36.35
Belarus,BLR,Income share held by lowest 10%,SI.DST.FRST.10,NA,3.8
Belarus,BLR,Income share held by lowest 20%,SI.DST.FRST.20,NA,9.17
Belarus,BLR,Income share held by second 20%,SI.DST.02ND.20,NA,13.77
Belarus,BLR,Income share held by third 20%,SI.DST.03RD.20,NA,17.82
Belarus,BLR,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,NA,0.1
Belarus,BLR,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,NA,0.12
Belarus,BLR,Poverty gap at national poverty line (%),SI.POV.NAGP,NA,NA
Belarus,BLR,Poverty gap at rural poverty line (%),SI.POV.RUGP,NA,NA
Belarus,BLR,Poverty gap at urban poverty line (%),SI.POV.URGP,NA,NA
