Country Name,Country Code,Indicator Name,Indicator Code,1980 [YR1980],2008 [YR2008]
Afghanistan,AFG,"Employers, female (% of employment)",SL.EMP.MPYR.FE.ZS,NA,NA
Afghanistan,AFG,"Employers, male (% of employment)",SL.EMP.MPYR.MA.ZS,NA,NA
Afghanistan,AFG,"Employers, total (% of employment)",SL.EMP.MPYR.ZS,NA,NA
Afghanistan,AFG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,NA,NA
Afghanistan,AFG,Employment in industry (% of total employment),SL.IND.EMPL.ZS,NA,NA
Afghanistan,AFG,Employment in services (% of total employment),SL.SRV.EMPL.ZS,NA,NA
Afghanistan,AFG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,NA,12.8999996185303
Afghanistan,AFG,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,NA,NA
Afghanistan,AFG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,NA,74.3000030517578
Afghanistan,AFG,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,NA,NA
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,NA,43.9000015258789
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,NA,NA
Afghanistan,AFG,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,NA,9.19999980926514
Afghanistan,AFG,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,NA,NA
Afghanistan,AFG,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,NA,50.4000015258789
Afghanistan,AFG,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,NA,NA
Afghanistan,AFG,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,NA,30.2000007629395
Afghanistan,AFG,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,NA,NA
Afghanistan,AFG,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,NA,NA
Afghanistan,AFG,International migrant stock (% of population),SM.POP.TOTL.ZS,0.447792640468282,NA
Afghanistan,AFG,"International migrant stock, total",SM.POP.TOTL,59021,NA
Afghanistan,AFG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,NA,12.3999996185303
Afghanistan,AFG,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,NA,NA
Afghanistan,AFG,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,NA,61.7000007629395
Afghanistan,AFG,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,NA,NA
Afghanistan,AFG,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,NA,37.5
Afghanistan,AFG,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,NA,NA
Afghanistan,AFG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,NA,14.6999998092651
Afghanistan,AFG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,NA,NA
Afghanistan,AFG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,NA,15.1000003814697
Afghanistan,AFG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,NA,80.4000015258789
Afghanistan,AFG,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,NA,NA
Afghanistan,AFG,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,NA,81.8000030517578
Afghanistan,AFG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,NA,48
Afghanistan,AFG,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,NA,NA
Afghanistan,AFG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,NA,49
Afghanistan,AFG,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,NA,NA
Afghanistan,AFG,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,NA,NA
Afghanistan,AFG,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,NA,NA
Afghanistan,AFG,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,NA,NA
Afghanistan,AFG,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,NA,NA
Afghanistan,AFG,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,NA,NA
Afghanistan,AFG,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,NA,NA
Afghanistan,AFG,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,NA,NA
Afghanistan,AFG,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,NA,NA
Afghanistan,AFG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,NA,15.1309384794594
Afghanistan,AFG,"Labor force, total",SL.TLF.TOTL.IN,NA,6595844.16
Afghanistan,AFG,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,NA,NA
Afghanistan,AFG,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA
Afghanistan,AFG,"Long-term unemployment, male (% of male unemployment)",SL.UEM.LTRM.MA.ZS,NA,NA
Afghanistan,AFG,Net migration,SM.POP.NETM,NA,NA
Afghanistan,AFG,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,NA,NA
Afghanistan,AFG,"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,NA,NA
Afghanistan,AFG,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,NA,NA
Afghanistan,AFG,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,NA,NA
Afghanistan,AFG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,NA,18.2835815053231
Afghanistan,AFG,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,NA,NA
Afghanistan,AFG,Refugee population by country or territory of asylum,SM.POP.REFG,NA,37
Afghanistan,AFG,Refugee population by country or territory of origin,SM.POP.REFG.OR,NA,2833128
Afghanistan,AFG,"Self-employed, female (% of females employed)",SL.EMP.SELF.FE.ZS,NA,NA
Afghanistan,AFG,"Self-employed, male (% of males employed)",SL.EMP.SELF.MA.ZS,NA,NA
Afghanistan,AFG,"Self-employed, total (% of total employed)",SL.EMP.SELF.ZS,NA,NA
Afghanistan,AFG,Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,NA,18.4
Afghanistan,AFG,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,NA,NA
Afghanistan,AFG,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,NA,NA
Afghanistan,AFG,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,NA,NA
Afghanistan,AFG,Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,NA,NA
Afghanistan,AFG,"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,NA,NA
Afghanistan,AFG,"Unemployment with secondary education, male (% of male unemployment)",SL.UEM.SECO.MA.ZS,NA,NA
Afghanistan,AFG,Unemployment with tertiary education (% of total unemployment),SL.UEM.TERT.ZS,NA,NA
Afghanistan,AFG,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA
Afghanistan,AFG,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,NA,12.3000001907349
Afghanistan,AFG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,NA,NA
Afghanistan,AFG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,NA,7.69999980926514
Afghanistan,AFG,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,NA,NA
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,NA,8.39999961853027
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,NA
Afghanistan,AFG,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,NA,25.3999996185303
Afghanistan,AFG,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,NA,NA
Afghanistan,AFG,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,NA,18.2999992370605
Afghanistan,AFG,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,NA,NA
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,NA,19.5
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,NA,NA
Afghanistan,AFG,"Vulnerable employment, female (% of female employment)",SL.EMP.VULN.FE.ZS,NA,NA
Afghanistan,AFG,"Vulnerable employment, male (% of male employment)",SL.EMP.VULN.MA.ZS,NA,NA
Afghanistan,AFG,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,NA,NA
Afghanistan,AFG,"Wage and salaried workers, female (% of females employed)",SL.EMP.WORK.FE.ZS,NA,NA
Afghanistan,AFG,"Wage and salaried workers, total (% of total employed)",SL.EMP.WORK.ZS,NA,NA
Afghanistan,AFG,"Wage and salary workers, male (% of males employed)",SL.EMP.WORK.MA.ZS,NA,NA
Albania,ALB,(%) Benefits held by 1st 20% population - All Social Insurance,allsi.bi_q1,NA,12.7065919545045
Albania,ALB,(%) Benefits held by 1st 20% population - All Social Protection,allsp.bi_q1,NA,13.4527891696203
Albania,ALB,(%) Benefits held by 1st 20% population - All Social Safety Nets,allsa.bi_q1,NA,19.5141062517175
Albania,ALB,(%) Benefits held by 1st 20% population - Unemp benefits and ALMP,lm_ub.bi_q1,NA,16.0289380085292
Albania,ALB,(%) Generosity of All Social Insurance,allsi.gen_pop,NA,35.7573853607609
Albania,ALB,(%) Generosity of All Social Protection,allsp.gen_pop,NA,36.5071431301193
Albania,ALB,(%) Generosity of All Social Safety Nets,allsa.gen_pop,NA,25.6600223885761
Albania,ALB,(%) Generosity of Unemp benefits and ALMP,lm_ub.gen_pop,NA,29.9512405795113
Albania,ALB,(%) Program participation - All Social Insurance,allsi.cov_pop,NA,45.9100863167174
Albania,ALB,(%) Program participation - All Social Protection,allsp.cov_pop,NA,52.8040529203094
Albania,ALB,(%) Program participation - All Social Safety Nets,allsa.cov_pop,NA,9.65605751097923
Albania,ALB,(%) Program participation - Unemp benefits and ALMP,lm_ub.cov_pop,NA,0.902805022267159
Albania,ALB,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,NA,NA
Albania,ALB,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,NA,NA
Albania,ALB,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,NA,NA
Albania,ALB,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,NA,NA
Albania,ALB,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,NA,NA
Albania,ALB,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,NA,NA
Albania,ALB,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,NA,NA
Albania,ALB,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,NA,NA
Albania,ALB,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,NA,NA
Albania,ALB,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,NA,NA
Albania,ALB,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,NA,NA
Albania,ALB,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,NA,NA
Albania,ALB,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,NA,NA
Albania,ALB,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,NA,NA
Albania,ALB,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,NA,NA
Albania,ALB,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,NA,NA
Albania,ALB,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,NA,NA
Albania,ALB,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,NA,NA
Albania,ALB,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,NA,NA
Albania,ALB,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,NA,NA
Albania,ALB,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,NA,NA
Albania,ALB,"Contributing family workers, female (% of females employed)",SL.FAM.WORK.FE.ZS,NA,48.5999984741211
Albania,ALB,"Contributing family workers, male (% of males employed)",SL.FAM.WORK.MA.ZS,NA,14.1000003814697
Albania,ALB,"Contributing family workers, total (% of total employed)",SL.FAM.WORK.ZS,NA,29.6000003814697
Albania,ALB,Emigration rate of tertiary educated (% of total tertiary educated population),SM.EMI.TERT.ZS,NA,NA
Albania,ALB,"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,NA,56.0999984741211
Albania,ALB,"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,NA,34
Albania,ALB,"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,NA,9
Albania,ALB,"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,NA,25.2999992370605
Albania,ALB,"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,NA,34.9000015258789
Albania,ALB,"Employees, services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,NA,38.9000015258789
Albania,ALB,"Employers, female (% of employment)",SL.EMP.MPYR.FE.ZS,NA,0.600000023841858
Albania,ALB,"Employers, male (% of employment)",SL.EMP.MPYR.MA.ZS,NA,2.70000004768372
Albania,ALB,"Employers, total (% of employment)",SL.EMP.MPYR.ZS,NA,1.79999995231628
Albania,ALB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,NA,43.9000015258789
Albania,ALB,Employment in industry (% of total employment),SL.IND.EMPL.ZS,NA,18
Albania,ALB,Employment in services (% of total employment),SL.SRV.EMPL.ZS,NA,38.0999984741211
Albania,ALB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,NA,39.5
Albania,ALB,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,NA,45.5999984741211
Albania,ALB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,NA,57.7999992370605
Albania,ALB,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,NA,63
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,NA,48.5999984741211
Albania,ALB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,NA,53.7999992370605
Albania,ALB,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,NA,22.2000007629395
Albania,ALB,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,NA,27.2000007629395
Albania,ALB,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,NA,30
Albania,ALB,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,NA,35.9000015258789
Albania,ALB,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,NA,26.2000007629395
Albania,ALB,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,NA,31.2999992370605
Albania,ALB,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,5251,13337
Albania,ALB,International migrant stock (% of population),SM.POP.TOTL.ZS,2.18409112848731,NA
Albania,ALB,"International migrant stock, total",SM.POP.TOTL,59730,NA
Albania,ALB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,NA,29.7000007629395
Albania,ALB,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,NA,35.5999984741211
Albania,ALB,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,NA,41.2000007629395
Albania,ALB,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,NA,48.2000007629395
Albania,ALB,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,NA,35.7000007629395
Albania,ALB,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,NA,41.5999984741211
Albania,ALB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,NA,45.9000015258789
Albania,ALB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,NA,52.7999992370605
Albania,ALB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,NA,52.2999992370605
Albania,ALB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,NA,66
Albania,ALB,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,NA,72.0999984741211
Albania,ALB,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,NA,74.0999984741211
Albania,ALB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,NA,55.9000015258789
Albania,ALB,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,NA,61.9000015258789
Albania,ALB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,NA,63.2000007629395
Albania,ALB,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,NA,NA
Albania,ALB,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,NA,NA
Albania,ALB,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,NA,NA
Albania,ALB,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,NA,NA
Albania,ALB,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,NA,NA
Albania,ALB,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,NA,NA
Albania,ALB,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,NA,NA
Albania,ALB,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,NA,NA
Albania,ALB,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,NA,NA
Albania,ALB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,NA,41.2184324975323
Albania,ALB,"Labor force, total",SL.TLF.TOTL.IN,NA,1335942.39746666
Albania,ALB,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,NA,NA
Albania,ALB,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA
Albania,ALB,"Long-term unemployment, male (% of male unemployment)",SL.UEM.LTRM.MA.ZS,NA,NA
Albania,ALB,Net migration,SM.POP.NETM,NA,NA
Albania,ALB,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,NA,NA
Albania,ALB,"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,NA,NA
Albania,ALB,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,NA,NA
Albania,ALB,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,NA,NA
Albania,ALB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,NA,69.5454568573923
Albania,ALB,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,NA,73.2316232378452
Albania,ALB,Refugee population by country or territory of asylum,SM.POP.REFG,NA,65
Albania,ALB,Refugee population by country or territory of origin,SM.POP.REFG.OR,NA,15006
Albania,ALB,"Self-employed, female (% of females employed)",SL.EMP.SELF.FE.ZS,NA,66.3000030517578
Albania,ALB,"Self-employed, male (% of males employed)",SL.EMP.SELF.MA.ZS,NA,54.0999984741211
Albania,ALB,"Self-employed, total (% of total employed)",SL.EMP.SELF.ZS,NA,59.5999984741211
Albania,ALB,Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,NA,NA
Albania,ALB,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,NA,NA
Albania,ALB,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,NA,NA
Albania,ALB,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,NA,NA
Albania,ALB,Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,NA,NA
